样本	Learn	段名	原始脉冲	二进制	十六进制	位说明/字段说明
cool	Learn21Code	帧1-标记	D2FD			special marker or separator
cool	Learn21Code	帧1-帧间分隔	C082			between frames
cool	Learn21Code	帧2-头	AAE30EF2			chunk header bytes
cool	Learn21Code	帧2-0-7	D2FD EFFA D3FD 63FE D3FD 64FE D4FD F0FA D3FD 63FE D3FD 64FE D4FD 62FE D3FD 63FE	10010000	09	推测 mode candidate
cool	Learn21Code	帧2-8-15	D4FD 62FE D3FD 63FE D5FD 51FE E6FD F0FA D3FD 51FE E7FD 51FE E6FD 52FE E5FD 50FE	00010000	08	已确认 temperature candidate
cool	Learn21Code	帧2-16-23	E7FD 51FE E6FD 51FE E6FD 51FE D3FD 64FE E6FD 51FE E6FD 51FE D3FD 64FE D3FD 64FE	00000000	00	已确认 fixed byte
cool	Learn21Code	帧2-24-31	E5FD 50FE D2FD 66FE E5FD 50FE D3FD 65FE E6FD DDFA D2FD F0FA D2FD F0FA D2FD 65FE	00001110	70	已确认 frame tag
cool	Learn21Code	帧2-32-39	D2FD 65FE D3FD F1FA D2FD 64FE D3FD 83C1 D4FD 64FE D3FD 50FE E6FD 51FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn21Code	帧2-40-47	E6FD 51FE E7FD 50FE E7FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE D2FD 65FE D3FD 65FE	00000000	00	已确认 fixed byte
cool	Learn21Code	帧2-48-55	D2FD 64FE D1FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D1FD 65FE D1FD 65FE D1FD 66FE	00000000	00	已确认 fixed field
cool	Learn21Code	帧2-56-63	D2FD 65FE D2FD 65FE D2FD 64FE D2FD 65FE D3FD 64FE D3FD 65FE E7FD 51FE E6FD 51FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn21Code	帧2-64-67	E7FD DBFA E7FD DBFA E7FD 50FE E7FD DBFA	1101	B	tail bits
cool	Learn21Code	帧2-标记	E7FD			special marker or separator
cool	Learn22Code	帧1-头	93E3FCF1			chunk header bytes
cool	Learn22Code	帧1-0-7	E6FD DDFA E6FD 51FE E7FD 50FE E7FD DCFA E7FD 51FE E6FD 51FE D2FD 65FE D1FD 65FE	10010000	09	推测 mode candidate
cool	Learn22Code	帧1-8-15	D3FD EFFA E7FD 51FE D3FD 65FE E6FD DDFA D3FD 65FE D2FD 65FE D2FD 65FE D3FD 64FE	10010000	09	已确认 temperature candidate
cool	Learn22Code	帧1-16-23	E6FD 51FE D3FD 64FE D3FD 65FE D2FD 65FE D3FD 65FE D2FD 65FE D3FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn22Code	帧1-24-31	D2FD 65FE D3FD 65FE D2FD 65FE D2FD 66FE D1FD F2FA D2FD 65FE D2FD F2FA D2FD 65FE	00001010	50	已确认 frame tag
cool	Learn22Code	帧1-32-39	D2FD 66FE D2FD F1FA D2FD 65FE D1FD 72C1 E7FD 51FE D3FD 66FE D2FD 65FE D1FD 65FE	01000000	02	已确认 fixed byte
cool	Learn22Code	帧1-40-47	D2FD 65FE D1FD 65FE D3FD 65FE D2FD 65FE D3FD 64FE D2FD 65FE D3FD 65FE D1FD 65FE	00000000	00	已确认 fixed byte
cool	Learn22Code	帧1-48-55	D2FD 66FE D2FD 65FE D1FD 66FE D2FD 66FE D1FD 66FE D2FD 65FE D2FD 65FE D2FD 66FE	00000000	00	已确认 fixed field
cool	Learn22Code	帧1-56-63	D1FD 65FE D2FD 65FE D1FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 66FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn22Code	帧1-64-67	D1FD 65FE D2FD 66FE D2FD F0FA D2FD F0FA	0011	C	tail bits
cool	Learn22Code	帧1-标记	D2FD			special marker or separator
cool	Learn22Code	帧1-帧间分隔	CA82			between frames
cool	Learn22Code	帧2-头	ACE3FCF1			chunk header bytes
cool	Learn22Code	帧2-0-7	E6FD DCFA D3FD 64FE D2FD 64FE E7FD DDFA D3FD 65FE E6FD 51FE D2FD 65FE D1FD 65FE	10010000	09	推测 mode candidate
cool	Learn22Code	帧2-8-15	D2FD F1FA D3FD 64FE D2FD 66FE D2FD F0FA D2FD 65FE D1FD 65FE D2FD 65FE D2FD 66FE	10010000	09	已确认 temperature candidate
cool	Learn22Code	帧2-16-23	D1FD 65FE D3FD 66FE D1FD 65FE D1FD 67FE D1FD 65FE D2FD 65FE D1FD 66FE D2FD 66FE	00000000	00	已确认 fixed byte
cool	Learn22Code	帧2-24-31	D1FD 67FE D2FD 64FE D3FD 66FE D1FD 65FE D2FD F0FA D2FD F0FA D2FD F1FA D2FD 65FE	00001110	70	已确认 frame tag
cool	Learn22Code	帧2-32-39	D2FD 65FE D2FD F1FA D2FD 65FE D3FD 76C1 D2FD 65FE D3FD 65FE D1FD 65FE D2FD 66FE	01000000	02	已确认 fixed byte
cool	Learn22Code	帧2-40-47	D1FD 65FE D3FD 64FE D2FD 66FE D1FD 65FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn22Code	帧2-48-55	D2FD 66FE D2FD 65FE D1FD 67FE D2FD 66FE D1FD 64FE D2FD 66FE D2FD 66FE D2FD 66FE	00000000	00	已确认 fixed field
cool	Learn22Code	帧2-56-63	D2FD 65FE D2FD 65FE D2FD 66FE D2FD 65FE D3FD 66FE D1FD 66FE D2FD 65FE D3FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn22Code	帧2-64-67	D1FD 65FE D3FD 65FE D3FD F0FA D2FD F1FA	0011	C	tail bits
cool	Learn22Code	帧2-标记	D2FD			special marker or separator
cool	Learn23Code	帧1-头	A5E30CF2			chunk header bytes
cool	Learn23Code	帧1-0-7	D3FD EEFA D4FD 63FE D3FD 63FE D4FD EEFA D3FD 63FE D4FD 63FE D4FD 50FE E6FD 50FE	10010000	09	推测 mode candidate
cool	Learn23Code	帧1-8-15	E7FD EDFA D3FD 51FE E6FD 4FFE E6FD DCFA E6FD 51FE E6FD 51FE E7FD 51FE E6FD 50FE	10010000	09	已确认 temperature candidate
cool	Learn23Code	帧1-16-23	E6FD 50FE E6FD 51FE E6FD 51FE E6FD 51FE E5FD 51FE E6FD 51FE E6FD 51FE D3FD 64FE	00000000	00	已确认 fixed byte
cool	Learn23Code	帧1-24-31	D3FD 63FE D2FD 65FE D2FD 65FE E6FD 51FE D2FD F0FA E6FD 50FE D2FD F0FA D2FD 64FE	00001010	50	已确认 frame tag
cool	Learn23Code	帧1-32-39	D2FD 65FE D2FD F0FA E6FD 51FE D2FD 69C1 E6FD 50FE E7FD 50FE E7FD 51FE E6FD 50FE	01000000	02	已确认 fixed byte
cool	Learn23Code	帧1-40-47	E6FD 51FE E7FD 51FE E6FD 50FE D3FD 64FE E6FD 50FE E5FD 51FE E6FD 51FE E6FD 50FE	00000000	00	已确认 fixed byte
cool	Learn23Code	帧1-48-55	E5FD 50FE E6FD 51FE D1FD 65FE D3FD 64FE D2FD 65FE D3FD 65FE D2FD 64FE D2FD 66FE	00000000	00	已确认 fixed field
cool	Learn23Code	帧1-56-63	D1FD 65FE D1FD 65FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn23Code	帧1-64-67	D2FD 64FE D2FD 65FE D1FD F1FA D1FD F0FA	0011	C	tail bits
cool	Learn23Code	帧1-标记	D1FD			special marker or separator
cool	Learn23Code	帧1-帧间分隔	B482			between frames
cool	Learn23Code	帧2-头	A6E30DF2			chunk header bytes
cool	Learn23Code	帧2-0-7	D4FD EEFA D4FD 63FE D3FD 63FE D4FD EEFA D3FD 51FE E6FD 51FE E7FD 51FE E6FD 51FE	10010000	09	推测 mode candidate
cool	Learn23Code	帧2-8-15	E6FD DBFA E6FD 51FE E6FD 51FE E6FD DCFA E7FD 50FE E7FD 50FE E6FD 50FE E6FD 51FE	10010000	09	已确认 temperature candidate
cool	Learn23Code	帧2-16-23	E6FD 51FE D2FD 64FE D3FD 64FE E6FD 51FE E6FD 50FE D3FD 65FE E6FD 50FE D2FD 66FE	00000000	00	已确认 fixed byte
cool	Learn23Code	帧2-24-31	D1FD 65FE D1FD 64FE D3FD 64FE D2FD 65FE D2FD EFFA D2FD F0FA D1FD F0FA D2FD 65FE	00001110	70	已确认 frame tag
cool	Learn23Code	帧2-32-39	D1FD 65FE D2FD F1FA D2FD 66FE D2FD 6BC1 E7FD 50FE D2FD 64FE E6FD 50FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn23Code	帧2-40-47	E6FD 51FE E6FD 51FE E6FD 51FE D3FD 65FE E6FD 51FE D2FD 64FE D2FD 65FE D1FD 65FE	00000000	00	已确认 fixed byte
cool	Learn23Code	帧2-48-55	D3FD 65FE E6FD 50FE D2FD 65FE D3FD 65FE D2FD 65FE D1FD 65FE D3FD 65FE D1FD 65FE	00000000	00	已确认 fixed field
cool	Learn23Code	帧2-56-63	D1FD 64FE D3FD 65FE D2FD 64FE D2FD 64FE D2FD 66FE D1FD 65FE D2FD 65FE D2FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn23Code	帧2-64-67	D2FD 65FE D2FD 65FE D1FD F1FA D2FD F1FA	0011	C	tail bits
cool	Learn23Code	帧2-标记	D2FD			special marker or separator
cool	Learn25Code	帧1-头	A5E30AF2			chunk header bytes
cool	Learn25Code	帧1-0-7	D3FD EEFA D2FD 63FE D3FD 63FE D4FD EEFA D3FD 62FE D4FD 63FE D4FD 51FE E5FD 50FE	10010000	09	推测 mode candidate
cool	Learn25Code	帧1-8-15	E6FD DBFA E5FD 64FE D3FD 50FE E6FD DBFA E6FD 51FE E6FD 50FE E6FD 50FE E6FD 51FE	10010000	09	已确认 temperature candidate
cool	Learn25Code	帧1-16-23	E6FD 51FE E5FD 50FE E6FD 51FE E6FD 51FE D2FD 64FE D2FD 65FE E5FD 51FE E6FD 51FE	00000000	00	已确认 fixed byte
cool	Learn25Code	帧1-24-31	D2FD 64FE E5FD 50FE D1FD 65FE E6FD 51FE D1FD EFFA D2FD 64FE D1FD F0FA D3FD 64FE	00001010	50	已确认 frame tag
cool	Learn25Code	帧1-32-39	D0FD 66FE D2FD EFFA D2FD 64FE D2FD 68C1 D2FD 64FE D1FD 66FE D2FD 64FE D3FD 64FE	01000000	02	已确认 fixed byte
cool	Learn25Code	帧1-40-47	E6FD 50FE E7FD 50FE D1FD 64FE D1FD 63FE D2FD 65FE D2FD 64FE E6FD 51FE D1FD 66FE	00000000	00	已确认 fixed byte
cool	Learn25Code	帧1-48-55	D1FD 65FE E6FD 51FE D2FD 65FE D1FD 64FE D2FD 65FE D2FD 65FE D2FD 65FE D1FD 65FE	00000000	00	已确认 fixed field
cool	Learn25Code	帧1-56-63	D1FD 65FE D2FD 65FE D1FD 66FE D1FD 66FE D1FD 66FE D1FD 65FE D1FD 64FE D2FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn25Code	帧1-64-67	D2FD 65FE D1FD 66FE D1FD F1FA D1FD F0FA	0011	C	tail bits
cool	Learn25Code	帧1-标记	D2FD			special marker or separator
cool	Learn25Code	帧1-帧间分隔	AD82			between frames
cool	Learn25Code	帧2-头	A6E30BF2			chunk header bytes
cool	Learn25Code	帧2-0-7	D3FD EFFA D2FD 63FE D1FD 64FE D3FD EEFA D3FD 51FE E6FD 63FE D4FD 62FE D4FD 51FE	10010000	09	推测 mode candidate
cool	Learn25Code	帧2-8-15	E6FD EAFA D8FD 51FE E6FD 51FE E5FD DCFA E6FD 50FE E6FD 51FE E7FD 51FE E5FD 51FE	10010000	09	已确认 temperature candidate
cool	Learn25Code	帧2-16-23	E6FD 51FE D3FD 64FE E5FD 51FE E6FD 51FE E6FD 51FE E5FD 50FE E6FD 51FE E6FD 51FE	00000000	00	已确认 fixed byte
cool	Learn25Code	帧2-24-31	D2FD 64FE D2FD 65FE D2FD 64FE D1FD 65FE E6FD DCFA E6FD DCFA D2FD EFFA E6FD 51FE	00001110	70	已确认 frame tag
cool	Learn25Code	帧2-32-39	D1FD 65FE D2FD F0FA D2FD 64FE D2FD 7BC1 D4FD 50FE E6FD 51FE E5FD 50FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn25Code	帧2-40-47	E6FD 51FE E5FD 50FE E6FD 51FE E6FD 50FE E6FD 51FE E5FD 51FE D2FD 64FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn25Code	帧2-48-55	E6FD 50FE D2FD 65FE D1FD 65FE D2FD 64FE D2FD 64FE D2FD 64FE D2FD 64FE D2FD 64FE	00000000	00	已确认 fixed field
cool	Learn25Code	帧2-56-63	D2FD 65FE D2FD 65FE D1FD 65FE E5FD 50FE D1FD 65FE D1FD 65FE D2FD 65FE D2FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn25Code	帧2-64-67	D1FD 65FE D2FD 65FE D1FD F0FA D2FD F0FA	0011	C	tail bits
cool	Learn25Code	帧2-标记	D1FD			special marker or separator
heat	Learn2Code	帧1-头	A8E3FBF1			chunk header bytes
heat	Learn2Code	帧1-0-7	E7FD 51FE E5FD 51FE E6FD DDFA E6FD DCFA E6FD DDFA E6FD DCFA E5FD 52FE E6FD 50FE	00111100	3C	推测 mode candidate
heat	Learn2Code	帧1-8-15	D2FD F0FA D2FD F1FA E6FD 51FE E7FD 51FE D2FD 65FE D2FD 65FE D3FD 65FE D2FD 64FE	11000000	03	已确认 temperature candidate
heat	Learn2Code	帧1-16-23	D3FD 65FE D2FD 65FE D1FD 65FE D1FD 66FE D2FD 66FE D3FD 64FE D2FD 66FE D1FD 66FE	00000000	00	已确认 fixed byte
heat	Learn2Code	帧1-24-31	D1FD 65FE D2FD 66FE D2FD 66FE D2FD 65FE D2FD F1FA D1FD 65FE D2FD F1FA D1FD 65FE	00001010	50	已确认 frame tag
heat	Learn2Code	帧1-32-39	D1FD 66FE D1FD F0FA D1FD 66FE D2FD 75C1 D2FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE	01000000	02	已确认 fixed byte
heat	Learn2Code	帧1-40-47	E6FD 51FE D2FD 66FE D2FD 65FE D3FD 64FE D2FD 66FE D1FD 65FE D3FD 64FE D2FD 66FE	00000000	00	已确认 fixed byte
heat	Learn2Code	帧1-48-55	D1FD 66FE D2FD 66FE D1FD 66FE D2FD 65FE D1FD 66FE D2FD 65FE D2FD 66FE D2FD 65FE	00000000	00	已确认 fixed field
heat	Learn2Code	帧1-56-63	D2FD 66FE D2FD 65FE D1FD 66FE D2FD 66FE D1FD 66FE D2FD 65FE D2FD 65FE D2FD F1FA	00000001	80	未知 variable field, meaning unresolved
heat	Learn2Code	帧1-64-67	D2FD F1FA D2FD 65FE D1FD 66FE D2FD F2FA	1001	9	tail bits
heat	Learn2Code	帧1-标记	D1FD			special marker or separator
heat	Learn2Code	帧1-帧间分隔	CA82			between frames
heat	Learn2Code	帧2-头	ABE3FCF1			chunk header bytes
heat	Learn2Code	帧2-0-7	E7FD 51FE E6FD 51FE E7FD DDFA E6FD DCFA E6FD DCFA E7FD DCFA E7FD 52FE E5FD 51FE	00111100	3C	推测 mode candidate
heat	Learn2Code	帧2-8-15	E6FD DDFA E6FD DDFA D2FD 65FE D3FD 64FE E6FD 52FE D2FD 65FE D1FD 65FE D2FD 64FE	11000000	03	已确认 temperature candidate
heat	Learn2Code	帧2-16-23	D2FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 66FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
heat	Learn2Code	帧2-24-31	D2FD 66FE D1FD 66FE D3FD 65FE D1FD 66FE D1FD F0FA D1FD F1FA D2FD F1FA D1FD 65FE	00001110	70	已确认 frame tag
heat	Learn2Code	帧2-32-39	D2FD 65FE D2FD F2FA D2FD 66FE D0FD 74C1 D3FD 64FE D1FD 65FE D2FD 65FE D2FD 66FE	01000000	02	已确认 fixed byte
heat	Learn2Code	帧2-40-47	D1FD 65FE D3FD 65FE D3FD 65FE D2FD 65FE D2FD 66FE D2FD 65FE D1FD 66FE D1FD 65FE	00000000	00	已确认 fixed byte
heat	Learn2Code	帧2-48-55	D2FD 66FE D1FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE D2FD 66FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed field
