样本	Learn	段名	原始脉冲	二进制	十六进制	位说明/字段说明
power_cycle	Learn2Code	帧2-32-39	D2FD 65FE D2FD F2FA D2FD 66FE D0FD 74C1 D3FD 64FE D1FD 65FE D2FD 65FE D2FD 66FE	01000000	02	已确认 fixed byte
power_cycle	Learn2Code	帧2-40-47	D1FD 65FE D3FD 65FE D3FD 65FE D2FD 65FE D2FD 66FE D2FD 65FE D1FD 66FE D1FD 65FE	00000000	00	已确认 fixed byte
power_cycle	Learn2Code	帧2-48-55	D2FD 66FE D1FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE D2FD 66FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed field
power_cycle	Learn2Code	帧2-56-63	D2FD F2FA D1FD F2FA D1FD 66FE D1FD 65FE D2FD 66FE D1FD 65FE D3FD 66FE D1FD 66FE	11000000	03	未知 variable field, meaning unresolved
power_cycle	Learn2Code	帧2-64-67	D2FD 65FE D2FD 66FE D1FD F1FA D3FD F1FA	0011	C	tail bits
power_cycle	Learn2Code	帧2-标记	D2FD			special marker or separator
power_cycle	Learn3Code	帧1-头	A0E3FCF1			chunk header bytes
power_cycle	Learn3Code	帧1-0-7	E6FD 51FE E6FD 51FE E6FD DCFA E6FD 51FE E7FD DCFA E7FD DDFA E6FD 51FE E6FD 51FE	00101100	34	推测 mode candidate
power_cycle	Learn3Code	帧1-8-15	E6FD DDFA E6FD DDFA E6FD 50FE D4FD 65FE E6FD 51FE E6FD 51FE D3FD 65FE D2FD 65FE	11000000	03	已确认 temperature candidate
power_cycle	Learn3Code	帧1-16-23	D2FD 64FE D2FD 66FE D1FD 64FE D2FD 65FE D2FD 66FE D2FD 65FE D3FD 65FE D2FD 64FE	00000000	00	已确认 fixed byte
power_cycle	Learn3Code	帧1-24-31	D2FD 66FE D1FD 66FE D2FD 65FE D2FD 66FE D2FD F1FA D1FD 65FE D2FD F0FA D2FD 66FE	00001010	50	已确认 frame tag
power_cycle	Learn3Code	帧1-32-39	D1FD 66FE D1FD F1FA D2FD 66FE D2FD 72C1 D2FD 66FE E6FD 51FE E5FD 51FE D2FD 64FE	01000000	02	已确认 fixed byte
power_cycle	Learn3Code	帧1-40-47	D3FD 65FE D2FD 66FE D2FD 65FE D2FD 66FE D2FD 65FE D1FD 65FE D2FD 66FE D1FD 66FE	00000000	00	已确认 fixed byte
power_cycle	Learn3Code	帧1-48-55	D2FD 66FE D2FD 66FE D1FD 65FE D1FD 66FE D2FD 66FE D1FD 66FE D2FD 65FE D2FD 66FE	00000000	00	已确认 fixed field
power_cycle	Learn3Code	帧1-56-63	D1FD 66FE D2FD 66FE D1FD 65FE D2FD 66FE D2FD 64FE D2FD 66FE D2FD 65FE D3FD F0FA	00000001	80	未知 variable field, meaning unresolved
power_cycle	Learn3Code	帧1-64-67	D1FD F0FA D2FD 65FE D3FD 65FE D2FD 65FE	1000	1	tail bits
power_cycle	Learn3Code	帧1-标记	D3FD			special marker or separator
power_cycle	Learn3Code	帧1-帧间分隔	C182			between frames
power_cycle	Learn3Code	帧2-头	ACE3FAF1			chunk header bytes
power_cycle	Learn3Code	帧2-0-7	D1FD 64FE E7FD 51FE E7FD DCFA E6FD 51FE D2FD F1FA D2FD F1FA D1FD 64FE D2FD 65FE	00101100	34	推测 mode candidate
power_cycle	Learn3Code	帧2-8-15	D2FD F0FA D2FD F0FA D1FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE D2FD 65FE D3FD 65FE	11000000	03	已确认 temperature candidate
power_cycle	Learn3Code	帧2-16-23	D1FD 66FE D2FD 64FE D1FD 65FE D1FD 66FE D2FD 66FE D1FD 66FE D2FD 66FE D1FD 65FE	00000000	00	已确认 fixed byte
power_cycle	Learn3Code	帧2-24-31	D1FD 65FE D1FD 65FE D1FD 66FE D1FD 67FE D1FD F1FA D1FD F1FA D2FD F1FA D2FD 65FE	00001110	70	已确认 frame tag
power_cycle	Learn3Code	帧2-32-39	D1FD 65FE D2FD F2FA D2FD 65FE D2FD 73C1 D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE	01000000	02	已确认 fixed byte
power_cycle	Learn3Code	帧2-40-47	D1FD 65FE D2FD 66FE D2FD 65FE D2FD 66FE D1FD 65FE D2FD 65FE D1FD 65FE D3FD 65FE	00000000	00	已确认 fixed byte
power_cycle	Learn3Code	帧2-48-55	D1FD 66FE D1FD 65FE D2FD 66FE D1FD 66FE D2FD 65FE D1FD 66FE D2FD 65FE D2FD 67FE	00000000	00	已确认 fixed field
power_cycle	Learn3Code	帧2-56-63	D1FD F1FA D2FD F1FA D2FD 66FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 66FE D2FD 65FE	11000000	03	未知 variable field, meaning unresolved
power_cycle	Learn3Code	帧2-64-67	D2FD 66FE D2FD 65FE D2FD F1FA D3FD 65FE	0010	4	tail bits
power_cycle	Learn3Code	帧2-标记	D2FD			special marker or separator
power_cycle	Learn27Code	帧1-头	8DE309F2			chunk header bytes
power_cycle	Learn27Code	帧1-0-7	D3FD 50FE E6FD 51FE E6FD DAFA E5FD 51FE E6FD DAFA E5FD DAFA E6FD 51FE E5FD 50FE	00101100	34	推测 mode candidate
power_cycle	Learn27Code	帧1-8-15	E6FD 51FE E5FD 4FFE E5FD DBFA E6FD 51FE E6FD 50FE E5FD 50FE E6FD 50FE D2FD 65FE	00100000	04	已确认 temperature candidate
power_cycle	Learn27Code	帧1-16-23	E5FD 50FE E6FD 50FE D3FD 64FE D2FD 64FE D1FD 64FE D2FD 64FE D1FD 64FE D1FD 64FE	00000000	00	已确认 fixed byte
power_cycle	Learn27Code	帧1-24-31	D2FD 64FE D1FD 65FE D1FD 64FE D1FD 65FE D1FD EFFA D1FD 64FE D2FD EEFA D1FD 64FE	00001010	50	已确认 frame tag
power_cycle	Learn27Code	帧1-32-39	D1FD 65FE D1FD F0FA D1FD 65FE D2FD 60C1 E6FD 50FE D3FD 63FE E5FD 50FE D1FD 64FE	01000000	02	已确认 fixed byte
power_cycle	Learn27Code	帧1-40-47	D2FD 64FE D2FD 64FE D2FD 63FE E5FD 51FE D2FD 64FE D2FD 64FE D2FD 64FE D1FD 65FE	00000000	00	已确认 fixed byte
power_cycle	Learn27Code	帧1-48-55	D1FD 65FE D1FD 65FE D2FD 64FE D0FD 65FE D2FD 64FE D1FD 65FE D1FD 65FE D1FD 65FE	00000000	00	已确认 fixed field
power_cycle	Learn27Code	帧1-56-63	D1FD 65FE D2FD 64FE D1FD 64FE D2FD 64FE D2FD 64FE D2FD 64FE D1FD 64FE D2FD EFFA	00000001	80	未知 variable field, meaning unresolved
power_cycle	Learn27Code	帧1-64-67	D2FD 65FE D1FD F0FA D1FD 65FE D1FD 66FE	0100	2	tail bits
power_cycle	Learn27Code	帧1-标记	D1FD			special marker or separator
power_cycle	Learn27Code	帧1-帧间分隔	9B82			between frames
power_cycle	Learn27Code	帧2-头	A0E307F2			chunk header bytes
power_cycle	Learn27Code	帧2-0-7	D3FD 50FE E5FD 50FE E5FD DBFA E6FD 50FE E6FD EDFA D4FD EDFA D3FD 50FE E6FD 50FE	00101100	34	推测 mode candidate
power_cycle	Learn27Code	帧2-8-15	E5FD 50FE E5FD 51FE E6FD DBFA E5FD 50FE E6FD 50FE E6FD 50FE E6FD 51FE E6FD 50FE	00100000	04	已确认 temperature candidate
power_cycle	Learn27Code	帧2-16-23	E6FD 50FE E5FD 50FE D2FD 64FE E5FD 50FE E6FD 50FE D2FD 64FE D1FD 64FE D1FD 64FE	00000000	00	已确认 fixed byte
power_cycle	Learn27Code	帧2-24-31	D2FD 64FE D1FD 63FE D3FD 64FE D1FD 65FE D1FD EFFA E6FD DBFA D1FD EEFA D3FD 65FE	00001110	70	已确认 frame tag
power_cycle	Learn27Code	帧2-32-39	D1FD 64FE D2FD EEFA D2FD 65FE D1FD 61C1 E6FD 51FE E6FD 50FE E5FD 51FE E6FD 51FE	01000000	02	已确认 fixed byte
power_cycle	Learn27Code	帧2-40-47	E6FD 50FE E6FD 51FE D2FD 64FE E5FD 51FE D2FD 64FE E6FD 51FE E6FD 51FE D1FD 64FE	00000000	00	已确认 fixed byte
power_cycle	Learn27Code	帧2-48-55	D2FD 64FE D2FD 64FE D2FD 63FE D1FD 64FE D1FD 64FE D1FD 65FE D2FD 64FE D2FD 64FE	00000000	00	已确认 fixed field
power_cycle	Learn27Code	帧2-56-63	E5FD DBFA D1FD EEFA D2FD 65FE D1FD 65FE D1FD 66FE D1FD 65FE D1FD 65FE D2FD 64FE	11000000	03	未知 variable field, meaning unresolved
power_cycle	Learn27Code	帧2-64-67	D3FD EEFA D1FD 65FE D1FD EEFA D2FD 64FE	1010	5	tail bits
power_cycle	Learn27Code	帧2-标记	D1FD			special marker or separator
power_cycle	Learn28Code	帧1-头	A3E30AF2			chunk header bytes
power_cycle	Learn28Code	帧1-0-7	D3FD 64FE D2FD 64FE D3FD EEFA D2FD EEFA D3FD EEFA D2FD EEFA D2FD 63FE D4FD 63FE	00111100	3C	推测 mode candidate
power_cycle	Learn28Code	帧1-8-15	D3FD 50FE E6FD 50FE E6FD EEFA D4FD 50FE E7FD 51FE E6FD 51FE E6FD 50FE E5FD 50FE	00100000	04	已确认 temperature candidate
power_cycle	Learn28Code	帧1-16-23	E6FD 51FE E6FD 51FE D2FD 64FE E6FD 50FE E6FD 50FE E6FD 51FE E5FD 51FE E6FD 50FE	00000000	00	已确认 fixed byte
power_cycle	Learn28Code	帧1-24-31	E5FD 51FE E6FD 50FE E6FD 50FE DFFD 56FE E5FD DBFA E6FD 51FE E6FD DCFA E6FD 51FE	00001010	50	已确认 frame tag
power_cycle	Learn28Code	帧1-32-39	D1FD 65FE D1FD F0FA D1FD 65FE D2FD 64C1 E6FD 50FE E6FD 50FE E5FD 51FE E6FD 51FE	01000000	02	已确认 fixed byte
power_cycle	Learn28Code	帧1-40-47	E6FD 51FE E6FD 50FE E6FD 51FE E6FD 51FE E6FD 50FE E6FD 51FE E6FD 51FE E5FD 51FE	00000000	00	已确认 fixed byte
power_cycle	Learn28Code	帧1-48-55	D2FD 65FE D2FD 65FE E5FD 51FE E6FD 51FE E6FD 50FE D2FD 64FE D3FD 64FE D2FD 64FE	00000000	00	已确认 fixed field
power_cycle	Learn28Code	帧1-56-63	D2FD 64FE E6FD 50FE D1FD 64FE D1FD 65FE D2FD 65FE D1FD 64FE D1FD 65FE D1FD F0FA	00000001	80	未知 variable field, meaning unresolved
power_cycle	Learn28Code	帧1-64-67	D2FD 65FE D2FD F0FA D1FD 65FE D2FD EFFA	0101	A	tail bits
power_cycle	Learn28Code	帧1-标记	D2FD			special marker or separator
power_cycle	Learn28Code	帧1-帧间分隔	AA82			between frames
power_cycle	Learn28Code	帧2-头	A4E30BF2			chunk header bytes
power_cycle	Learn28Code	帧2-0-7	D2FD 64FE D3FD 64FE D3FD EEFA D2FD EFFA D3FD EEFA D3FD EEFA D4FD 63FE D3FD 51FE	00111100	3C	推测 mode candidate
power_cycle	Learn28Code	帧2-8-15	E5FD 51FE E6FD 63FE D4FD EEFA D4FD 63FE D3FD 51FE E6FD 51FE E6FD 51FE E6FD 4FFE	00100000	04	已确认 temperature candidate
power_cycle	Learn28Code	帧2-16-23	E5FD 50FE E5FD 51FE E5FD 50FE E6FD 51FE E6FD 51FE E5FD 51FE D2FD 64FE E6FD 51FE	00000000	00	已确认 fixed byte
power_cycle	Learn28Code	帧2-24-31	D3FD 64FE D1FD 64FE D2FD 64FE D2FD 64FE D3FD EFFA D2FD EFFA D2FD EFFA D1FD 65FE	00001110	70	已确认 frame tag
power_cycle	Learn28Code	帧2-32-39	D2FD 64FE D3FD EFFA D2FD 65FE D2FD 77C1 D3FD 63FE D3FD 63FE D4FD 63FE D3FD 51FE	01000000	02	已确认 fixed byte
power_cycle	Learn28Code	帧2-40-47	E6FD 51FE E6FD 51FE E5FD 51FE E6FD 51FE E6FD 51FE E6FD 50FE D2FD 65FE E6FD 51FE	00000000	00	已确认 fixed byte
power_cycle	Learn28Code	帧2-48-55	E5FD 51FE E6FD 51FE D2FD 65FE E5FD 50FE E6FD 52FE E6FD 50FE E5FD 50FE D2FD 65FE	00000000	00	已确认 fixed field
power_cycle	Learn28Code	帧2-56-63	D1FD F0FA D2FD EFFA D2FD 64FE D2FD 65FE D2FD 64FE D1FD 65FE D2FD 65FE D1FD 65FE	11000000	03	未知 variable field, meaning unresolved
power_cycle	Learn28Code	帧2-64-67	D1FD EFFA D0FD 65FE D2FD F0FA D1FD EFFA	1011	D	tail bits
power_cycle	Learn28Code	帧2-标记	D2FD			special marker or separator
power_cycle	Learn29Code	帧1-头	8FE30AF2			chunk header bytes
power_cycle	Learn29Code	帧1-0-7	D2FD 62FE D4FD 63FE D2FD EDFA D3FD 63FE D3FD DBFA E6FD DCFA E5FD 50FE E6FD 50FE	00101100	34	推测 mode candidate
power_cycle	Learn29Code	帧1-8-15	E6FD 50FE D1FD 65FE E5FD DCFA E6FD 51FE E6FD 50FE D2FD 65FE D2FD 65FE D2FD 64FE	00100000	04	已确认 temperature candidate
power_cycle	Learn29Code	帧1-16-23	E6FD 50FE E5FD 51FE D2FD 64FE D2FD 64FE D1FD 65FE D2FD 64FE D2FD 65FE D1FD 64FE	00000000	00	已确认 fixed byte
power_cycle	Learn29Code	帧1-24-31	D1FD 64FE D1FD 64FE D1FD 65FE D1FD 66FE D1FD EFFA D1FD 65FE D1FD F0FA D1FD 65FE	00001010	50	已确认 frame tag
power_cycle	Learn29Code	帧1-32-39	D2FD 64FE D1FD F0FA D1FD 64FE D1FD 63C1 D2FD 65FE D1FD 64FE D2FD 64FE D3FD 64FE	01000000	02	已确认 fixed byte
power_cycle	Learn29Code	帧1-40-47	D3FD 64FE D2FD 64FE D2FD 63FE E6FD 51FE D2FD 64FE D1FD 65FE D2FD 64FE D1FD 64FE	00000000	00	已确认 fixed byte
power_cycle	Learn29Code	帧1-48-55	D1FD 65FE D1FD 65FE D2FD 65FE D2FD 64FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 64FE	00000000	00	已确认 fixed field
power_cycle	Learn29Code	帧1-56-63	D2FD 65FE D2FD 64FE D2FD 65FE D2FD 64FE D1FD 65FE D1FD 65FE D1FD 66FE D1FD F0FA	00000001	80	未知 variable field, meaning unresolved
power_cycle	Learn29Code	帧1-64-67	D1FD 65FE D2FD F0FA D2FD 65FE D1FD 65FE	0100	2	tail bits
power_cycle	Learn29Code	帧1-标记	D1FD			special marker or separator
power_cycle	Learn29Code	帧1-帧间分隔	A782			between frames
power_cycle	Learn29Code	帧2-头	A4E30AF2			chunk header bytes
power_cycle	Learn29Code	帧2-0-7	D3FD 63FE D3FD 63FE D4FD EEFA D3FD 51FE E6FD EEFA D4FD EDFA D3FD 50FE E6FD 51FE	00101100	34	推测 mode candidate
power_cycle	Learn29Code	帧2-8-15	E5FD 50FE E6FD 51FE E6FD DCFA E6FD 50FE E6FD 50FE E5FD 51FE E6FD 50FE E6FD 50FE	00100000	04	已确认 temperature candidate
power_cycle	Learn29Code	帧2-16-23	D2FD 64FE D3FD 64FE E6FD 50FE E5FD 51FE D2FD 64FE E6FD 51FE E6FD 50FE D3FD 64FE	00000000	00	已确认 fixed byte
power_cycle	Learn29Code	帧2-24-31	E6FD 51FE E6FD 51FE D1FD 64FE D1FD 65FE D1FD EFFA E6FD DBFA D2FD F0FA E6FD 50FE	00001110	70	已确认 frame tag
power_cycle	Learn29Code	帧2-32-39	D2FD 65FE D2FD EFFA D1FD 65FE D1FD 64C1 E5FD 50FE E6FD 63FE D3FD 50FE E5FD 50FE	01000000	02	已确认 fixed byte
power_cycle	Learn29Code	帧2-40-47	E6FD 51FE E5FD 51FE E6FD 51FE E6FD 51FE E6FD 50FE E6FD 51FE D2FD 63FE E5FD 4FFE	00000000	00	已确认 fixed byte
power_cycle	Learn29Code	帧2-48-55	D3FD 64FE E6FD 50FE D2FD 65FE D2FD 65FE D2FD 64FE E5FD 50FE D1FD 65FE D1FD 64FE	00000000	00	已确认 fixed field
power_cycle	Learn29Code	帧2-56-63	D1FD F0FA D2FD EFFA D1FD 65FE D2FD 64FE D1FD 66FE D2FD 65FE E5FD 50FE D2FD 65FE	11000000	03	未知 variable field, meaning unresolved
power_cycle	Learn29Code	帧2-64-67	D2FD EFFA D2FD 65FE D2FD F0FA D1FD 66FE	1010	5	tail bits
power_cycle	Learn29Code	帧2-标记	D1FD			special marker or separator
power_cycle	Learn30Code	帧1-头	A5E3F9F1			chunk header bytes
power_cycle	Learn30Code	帧1-0-7	E6FD 51FE E5FD 51FE E5FD DDFA E6FD DBFA E6FD DBFA E6FD DCFA E6FD 51FE E6FD 51FE	00111100	3C	推测 mode candidate
power_cycle	Learn30Code	帧1-8-15	D3FD 64FE E6FD 50FE E6FD DBFA D2FD 64FE D3FD 64FE D2FD 65FE D2FD 65FE D3FD 64FE	00100000	04	已确认 temperature candidate
power_cycle	Learn30Code	帧1-16-23	D2FD 65FE D2FD 64FE D2FD 65FE D2FD 64FE D2FD 65FE D1FD 65FE D2FD 64FE D2FD 65FE	00000000	00	已确认 fixed byte
power_cycle	Learn30Code	帧1-24-31	D2FD 65FE D2FD 64FE D2FD 65FE D1FD 65FE D2FD F0FA D1FD 66FE D1FD EFFA D1FD 65FE	00001010	50	已确认 frame tag
power_cycle	Learn30Code	帧1-32-39	D2FD 65FE D1FD F0FA D2FD 66FE D1FD 6AC1 E6FD 51FE E6FD 51FE E6FD 50FE E6FD 51FE	01000000	02	已确认 fixed byte
power_cycle	Learn30Code	帧1-40-47	E6FD 50FE E6FD 50FE E5FD 50FE E6FD 51FE D2FD 64FE E5FD 50FE E6FD 50FE E5FD 51FE	00000000	00	已确认 fixed byte
power_cycle	Learn30Code	帧1-48-55	D2FD 65FE E5FD 50FE D3FD 64FE E6FD 50FE D2FD 64FE D2FD 65FE E6FD 50FE D2FD 65FE	00000000	00	已确认 fixed field
power_cycle	Learn30Code	帧1-56-63	D3FD 64FE D2FD 65FE D1FD 64FE D2FD 65FE D1FD 64FE D2FD 65FE D1FD 65FE D2FD EFFA	00000001	80	未知 variable field, meaning unresolved
power_cycle	Learn30Code	帧1-64-67	D2FD 65FE D2FD F0FA D2FD 65FE D1FD F0FA	0101	A	tail bits
power_cycle	Learn30Code	帧1-标记	D2FD			special marker or separator
power_cycle	Learn30Code	帧1-帧间分隔	B482			between frames
power_cycle	Learn30Code	帧2-头	A6E30BF2			chunk header bytes
power_cycle	Learn30Code	帧2-0-7	D3FD 63FE D4FD 64FE D4FD EFFA D2FD EFFA D3FD EFFA D3FD EFFA D3FD 51FE E6FD 64FE	00111100	3C	推测 mode candidate
power_cycle	Learn30Code	帧2-8-15	D3FD 51FE E6FD 50FE E6FD EDFA D3FD 51FE E6FD 50FE E6FD 50FE E6FD 51FE E6FD 51FE	00100000	04	已确认 temperature candidate
power_cycle	Learn30Code	帧2-16-23	E5FD 50FE E6FD 51FE E6FD 50FE E6FD 52FE D2FD 64FE E5FD 51FE E7FD 50FE D1FD 64FE	00000000	00	已确认 fixed byte
power_cycle	Learn30Code	帧2-24-31	E6FD 51FE D2FD 65FE E6FD 51FE E6FD 50FE E6FD DCFA D1FD F0FA D2FD EFFA D2FD 65FE	00001110	70	已确认 frame tag
power_cycle	Learn30Code	帧2-32-39	D2FD 66FE D2FD F0FA D2FD 64FE D1FD 7DC1 D3FD 51FE E7FD 51FE E5FD 51FE E7FD 51FE	01000000	02	已确认 fixed byte
power_cycle	Learn30Code	帧2-40-47	E6FD 50FE E6FD 51FE E6FD 50FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E5FD 51FE	00000000	00	已确认 fixed byte
power_cycle	Learn30Code	帧2-48-55	E6FD 51FE E6FD 51FE E5FD 51FE E6FD 51FE E6FD 51FE D2FD 64FE D2FD 65FE D2FD 64FE	00000000	00	已确认 fixed field
power_cycle	Learn30Code	帧2-56-63	D3FD EFFA D2FD F0FA D2FD 65FE D2FD 65FE D2FD 66FE D1FD 66FE D1FD 65FE D3FD 65FE	11000000	03	未知 variable field, meaning unresolved
power_cycle	Learn30Code	帧2-64-67	D2FD F0FA D2FD 64FE D1FD EFFA D3FD EFFA	1011	D	tail bits
power_cycle	Learn30Code	帧2-标记	D2FD			special marker or separator
